distance_km,num_stops,traffic,weather,pickup_hour,day_of_week,package_size,delivery_experience_years,delivery_time_min
16.53,2,low,rainy,17,6,small,6,46.7
23.08,3,low,sunny,13,6,medium,5,75.7
15.87,5,moderate,sunny,11,1,small,1,56.0
26.11,2,moderate,sunny,18,4,medium,8,82.4
3.73,4,heavy,windy,9,5,medium,2,42.1
11.74,5,low,sunny,20,0,large,7,67.2
15.43,4,moderate,sunny,13,5,small,1,52.1
13.25,1,low,sunny,19,2,medium,0,40.3
3.7,4,heavy,sunny,8,2,medium,1,47.9
5.03,1,low,sunny,14,1,large,5,26.3
25.21,2,moderate,rainy,13,3,large,1,85.6
14.79,3,low,sunny,12,5,small,3,48.7
1.94,1,low,windy,14,5,large,5,19.8
0.99,0,moderate,windy,16,1,large,7,16.0
14.47,5,moderate,sunny,21,5,large,8,88.2
5.35,4,moderate,windy,19,5,medium,4,47.1
21.3,0,moderate,sunny,10,0,medium,1,78.8
23.96,2,very_heavy,sunny,21,2,small,10,110.1
7.23,1,low,sunny,14,0,small,8,18.1
17.97,5,moderate,rainy,13,6,small,9,58.7
5.06,5,heavy,rainy,7,3,medium,10,45.5
9.46,4,moderate,sunny,17,1,large,7,52.6
26.72,2,moderate,rainy,20,6,medium,10,92.2
16.55,0,moderate,rainy,11,4,small,5,41.1
26.63,1,low,rainy,20,6,medium,6,89.5
7.14,0,moderate,sunny,8,5,medium,6,41.8
10.24,4,moderate,rainy,21,6,small,5,57.3
14.39,0,heavy,rainy,10,1,medium,4,38.6
14.66,4,heavy,sunny,14,1,medium,3,81.0
29.93,5,low,rainy,7,0,medium,8,93.7
3.88,1,low,sunny,20,2,medium,3,10.1
25.63,4,moderate,rainy,14,3,small,9,96.2
25.98,5,moderate,rainy,21,3,small,8,118.4
16.82,2,moderate,sunny,12,4,medium,10,50.2
10.65,2,moderate,sunny,7,5,large,7,39.9
15.82,1,moderate,rainy,17,5,small,6,70.0
9.13,2,heavy,rainy,9,3,medium,3,61.1
24.07,5,moderate,rainy,16,1,medium,7,92.5
15.2,3,low,rainy,7,3,small,6,47.3
27.81,1,moderate,sunny,9,6,small,4,78.8
18.87,3,moderate,sunny,16,5,small,0,67.9
15.67,4,low,rainy,17,6,small,0,56.4
21.48,0,low,sunny,9,3,small,2,53.3
15.37,4,moderate,rainy,9,5,medium,7,76.1
27.18,1,heavy,sunny,19,2,medium,10,70.8
5.94,1,heavy,sunny,7,0,medium,10,34.1
29.21,2,moderate,rainy,10,5,small,5,77.3
24.46,3,low,rainy,21,0,small,9,62.0
25.89,5,moderate,rainy,15,4,large,0,115.2
14.75,1,moderate,sunny,7,6,large,9,60.1
25.2,1,very_heavy,rainy,20,0,medium,10,135.5
9.55,2,moderate,sunny,12,5,small,4,36.2
22.98,5,moderate,rainy,17,6,large,0,108.6
4.64,5,heavy,rainy,16,4,medium,7,39.5
9.56,2,moderate,sunny,12,4,small,0,35.0
13.65,4,low,rainy,12,6,small,7,42.8
10.01,5,moderate,sunny,15,5,small,3,40.1
11.92,5,moderate,sunny,12,0,medium,5,53.1
24.69,4,moderate,rainy,9,5,medium,10,73.2
8.07,3,very_heavy,sunny,17,5,small,1,55.5
22.49,5,low,windy,17,1,small,0,86.2
2.67,1,moderate,sunny,16,4,small,6,21.3
23.09,2,low,sunny,18,5,medium,7,72.9
23.86,4,low,rainy,14,5,medium,3,98.3
12.35,0,moderate,sunny,20,6,small,1,30.4
21.81,3,heavy,snowy,20,5,medium,7,128.8
27.5,5,moderate,sunny,21,0,large,7,88.2
24.12,1,moderate,sunny,8,3,small,10,74.4
12.02,4,low,sunny,8,1,medium,9,57.8
14.78,2,moderate,sunny,14,0,small,8,43.0
23.49,5,moderate,sunny,17,1,small,0,85.3
9.13,3,heavy,sunny,10,6,large,2,68.2
24.21,0,moderate,sunny,8,4,large,7,81.1
10.18,4,heavy,sunny,7,5,small,5,57.4
24.28,0,heavy,sunny,15,3,small,0,70.3
3.06,1,moderate,sunny,21,2,small,6,23.0
1.81,5,moderate,sunny,13,3,medium,8,36.6
29.93,5,heavy,sunny,18,6,small,7,101.3
26.15,0,very_heavy,sunny,7,2,small,10,135.9
26.54,2,moderate,sunny,10,2,small,1,99.4
28.56,0,moderate,sunny,17,5,medium,10,84.1
13.43,1,moderate,sunny,13,2,large,5,44.3
8.96,5,heavy,windy,7,6,small,3,43.7
4.34,1,heavy,sunny,10,6,medium,9,21.6
15.29,3,heavy,sunny,18,0,medium,1,78.0
6.99,4,low,rainy,17,4,small,0,46.1
28.1,5,low,sunny,19,0,large,8,83.3
0.62,2,heavy,sunny,12,6,medium,8,20.0
4.72,4,moderate,rainy,20,0,medium,0,37.3
7.77,2,heavy,rainy,20,6,medium,9,46.0
6.37,0,moderate,snowy,12,5,small,9,25.3
7.16,1,heavy,windy,10,3,small,8,29.3
19.85,4,moderate,sunny,21,1,small,4,85.7
10.16,4,low,rainy,12,1,medium,10,32.5
18.64,3,low,sunny,14,3,large,1,71.9
26.76,4,heavy,windy,20,5,small,8,81.8
18.28,4,low,sunny,11,6,small,9,68.8
20.99,2,heavy,sunny,20,3,small,5,63.3
11.28,1,moderate,sunny,9,1,large,3,55.7
5.21,5,moderate,sunny,11,3,small,5,54.5
9.96,5,low,sunny,12,5,large,0,48.1
28.95,0,very_heavy,rainy,14,3,small,0,114.7
18.84,4,heavy,sunny,10,6,small,3,111.1
8.69,0,heavy,rainy,20,0,small,0,50.9
13.8,5,heavy,sunny,16,3,small,6,77.6
25.15,3,moderate,sunny,17,0,small,7,105.0
20.22,4,heavy,sunny,17,4,large,9,102.5
17.04,4,moderate,sunny,16,4,medium,3,63.7
26.61,3,moderate,sunny,16,2,small,8,70.2
20.34,1,low,sunny,16,5,medium,3,54.7
19.46,4,low,sunny,17,6,small,5,63.9
6.1,3,heavy,rainy,20,3,medium,8,46.3
3.64,3,moderate,sunny,9,3,medium,3,31.5
28.97,1,heavy,rainy,14,1,large,1,127.1
18.17,0,very_heavy,rainy,9,0,medium,8,99.3
12.76,3,moderate,sunny,9,2,small,3,55.5
17.88,2,low,windy,21,3,small,2,59.2
2.32,3,moderate,rainy,14,5,small,7,43.9
24.75,2,low,rainy,17,6,small,5,65.1
6.89,5,heavy,rainy,17,0,small,0,61.1
24.23,4,moderate,sunny,7,1,small,10,75.6
16.26,2,moderate,snowy,14,3,large,5,75.8
8.66,4,moderate,sunny,9,2,large,2,70.6
1.39,3,moderate,sunny,11,4,small,0,20.7
24.57,3,moderate,rainy,9,2,large,7,83.5
5.71,3,low,sunny,16,2,medium,8,32.8
2.03,5,moderate,rainy,8,3,small,8,39.9
22.8,1,heavy,sunny,13,4,large,6,107.9
10.83,2,low,sunny,11,0,large,9,38.9
11.99,1,moderate,windy,21,6,medium,6,56.0
7.79,3,low,sunny,18,2,medium,2,35.2
25.85,5,moderate,sunny,12,1,small,2,93.0
9.27,3,low,rainy,11,4,medium,4,50.5
6.7,1,heavy,rainy,17,0,medium,7,35.4
9.62,5,low,rainy,16,4,medium,0,57.1
6.49,4,moderate,sunny,15,0,small,3,43.8
9.87,2,low,windy,8,1,medium,4,39.8
2.95,0,moderate,rainy,8,5,medium,6,14.6
5.18,2,low,rainy,16,2,medium,1,32.7
12.8,4,heavy,sunny,14,6,small,1,78.0
26.44,3,heavy,sunny,19,2,small,10,118.2
2.19,1,low,sunny,7,4,small,1,14.1
6.77,0,very_heavy,sunny,9,0,medium,0,67.2
27.3,5,moderate,sunny,18,6,small,2,112.8
26.76,2,moderate,sunny,21,4,large,3,70.6
20.54,4,heavy,rainy,18,4,medium,2,86.3
7.59,2,low,sunny,7,2,small,8,33.4
12.88,0,moderate,sunny,7,2,medium,1,36.3
6.73,2,low,sunny,20,3,small,1,41.1
4.29,4,moderate,windy,14,1,small,1,29.2
11.71,2,moderate,sunny,14,0,small,7,37.2
17.49,3,heavy,sunny,21,4,medium,9,64.6
11.12,2,low,windy,10,5,large,1,51.8
18.52,2,heavy,rainy,11,4,small,6,91.6
9.24,1,low,sunny,17,3,medium,4,28.6
10.7,1,moderate,rainy,20,3,small,6,45.3
23.82,1,moderate,windy,12,6,small,7,78.8
26.41,4,low,sunny,9,3,medium,3,86.0
10.0,2,low,rainy,7,4,medium,6,39.8
17.36,4,moderate,sunny,7,2,large,0,82.7
8.71,1,low,rainy,12,0,medium,5,28.4
2.07,1,moderate,rainy,14,2,small,10,13.0
22.27,5,very_heavy,windy,14,5,small,9,154.4
5.54,5,moderate,rainy,10,4,small,0,60.2
13.06,2,low,sunny,17,4,large,0,57.8
14.87,1,low,sunny,20,5,medium,9,42.8
5.94,4,low,windy,10,1,small,2,55.3
3.29,0,moderate,sunny,17,5,small,7,17.5
10.77,2,heavy,sunny,15,5,small,5,54.4
28.59,3,low,rainy,17,2,medium,4,90.4
18.65,4,low,sunny,7,3,small,3,65.2
11.75,0,moderate,sunny,17,6,large,8,42.2
1.65,0,moderate,sunny,18,1,small,2,19.8
18.21,1,moderate,sunny,17,2,medium,8,40.2
3.22,0,heavy,rainy,19,1,small,2,21.6
16.51,3,low,sunny,18,2,small,9,59.1
22.68,5,moderate,sunny,21,1,small,7,73.3
13.0,1,heavy,rainy,17,5,small,5,42.3
9.33,2,moderate,sunny,13,6,large,1,42.3
1.9,1,heavy,rainy,19,6,medium,2,34.3
1.23,0,heavy,sunny,17,2,small,6,25.6
13.19,4,moderate,sunny,15,6,medium,6,49.9
26.56,1,moderate,sunny,15,0,medium,1,84.9
7.7,3,heavy,rainy,12,0,medium,1,69.6
17.43,4,moderate,windy,16,2,small,6,51.7
20.69,5,moderate,sunny,14,2,small,4,81.6
2.29,1,moderate,sunny,8,6,small,5,17.1
5.02,3,heavy,sunny,13,5,large,6,50.4
10.27,5,low,sunny,21,5,small,9,47.4
20.27,2,low,sunny,11,5,medium,2,40.6
13.45,0,moderate,windy,17,5,large,7,37.9
22.16,1,low,rainy,13,3,small,9,84.3
26.09,4,moderate,sunny,11,0,small,10,80.2
22.87,4,low,sunny,12,0,small,10,76.8
29.77,1,moderate,sunny,21,6,medium,0,74.4
22.75,1,moderate,sunny,8,3,small,0,81.6
25.64,1,low,sunny,17,6,small,9,79.1
25.05,1,low,windy,19,0,small,2,94.7
22.04,4,moderate,sunny,9,4,medium,3,83.0
24.15,5,heavy,sunny,18,1,medium,5,111.7
28.07,0,moderate,sunny,16,2,small,7,59.9
14.52,4,low,sunny,12,4,medium,0,48.5
19.33,4,low,windy,9,3,small,7,74.0
15.69,3,low,rainy,21,0,small,1,72.8
25.61,5,low,rainy,9,6,small,4,86.8
13.23,0,very_heavy,rainy,21,4,medium,9,72.8
24.68,4,low,sunny,16,2,medium,1,74.9
24.08,0,low,rainy,19,4,small,0,80.7
28.88,5,heavy,rainy,11,1,small,5,148.2
7.84,2,moderate,sunny,7,3,small,2,33.6
21.43,0,moderate,sunny,16,2,small,2,68.9
22.83,4,moderate,rainy,12,2,small,4,87.7
28.12,4,heavy,windy,15,3,small,1,129.8
27.25,2,low,sunny,13,6,small,0,72.4
17.42,1,low,windy,11,0,small,10,60.3
17.59,0,heavy,windy,17,3,small,8,82.0
5.44,5,heavy,windy,14,6,small,4,61.5
29.26,1,very_heavy,sunny,16,6,medium,9,122.6
8.02,5,moderate,sunny,17,6,small,10,48.7
21.88,3,heavy,rainy,17,2,medium,4,100.2
23.98,4,moderate,sunny,11,3,small,1,61.5
13.52,4,heavy,sunny,18,4,small,2,79.2
6.73,5,heavy,rainy,10,5,small,10,75.7
6.07,0,low,sunny,21,6,small,9,21.9
25.77,5,low,sunny,19,1,medium,7,80.9
15.57,0,moderate,windy,15,0,small,7,46.9
3.16,5,heavy,sunny,9,1,small,3,44.9
21.65,1,low,windy,20,1,small,5,46.8
7.88,5,heavy,sunny,15,2,small,4,62.8
26.35,0,moderate,sunny,19,6,large,4,89.7
9.63,2,moderate,sunny,7,1,large,7,56.9
6.41,3,moderate,sunny,12,2,small,5,31.8
3.0,5,heavy,sunny,11,2,small,4,33.3
15.59,0,low,rainy,19,1,small,2,43.6
13.8,0,moderate,windy,13,1,small,7,36.6
22.66,3,low,sunny,8,6,small,4,59.9
14.21,0,heavy,sunny,16,4,small,0,54.0
10.64,4,heavy,rainy,9,0,small,7,64.3
8.22,0,low,sunny,13,4,small,3,14.7
8.71,5,low,sunny,21,4,small,4,43.9
27.87,3,moderate,sunny,13,2,medium,10,73.3
5.37,5,moderate,sunny,13,5,large,7,35.6
29.65,0,heavy,sunny,7,5,small,0,115.8
10.14,1,moderate,sunny,13,5,medium,8,22.6
3.11,2,moderate,rainy,21,4,small,3,29.3
7.84,0,heavy,sunny,21,3,small,8,30.7
2.22,0,moderate,sunny,21,1,medium,3,10.3
23.81,1,low,sunny,12,0,small,6,56.4
15.62,4,low,sunny,7,6,large,7,63.2
10.44,4,moderate,windy,10,5,large,2,64.2
20.03,0,moderate,rainy,10,1,small,1,66.8
19.1,0,low,windy,8,5,small,7,55.0
28.23,3,moderate,sunny,17,0,small,0,68.9
28.86,2,low,sunny,14,1,large,9,67.1
20.58,4,moderate,sunny,17,1,small,4,86.9
24.63,1,low,sunny,9,2,medium,1,61.7
23.88,2,moderate,sunny,17,2,small,8,94.3
14.99,1,low,sunny,7,3,medium,9,28.0
21.28,1,moderate,sunny,17,3,small,0,80.6
2.81,4,low,sunny,19,0,medium,10,38.8
22.86,2,moderate,sunny,10,1,medium,4,53.8
28.87,3,heavy,sunny,11,5,small,7,104.4
3.01,0,low,sunny,13,3,small,2,19.4
25.17,3,heavy,windy,15,6,small,1,111.7
28.02,2,moderate,sunny,14,0,medium,10,88.2
7.17,5,moderate,sunny,8,2,medium,7,32.0
15.98,2,moderate,sunny,12,1,small,2,66.3
27.87,0,moderate,sunny,14,6,large,3,77.4
28.83,4,heavy,rainy,16,1,small,8,106.5
4.27,0,heavy,sunny,16,5,large,3,28.6
10.8,5,heavy,snowy,16,1,large,7,83.5
21.1,2,low,windy,13,5,medium,0,60.8
7.04,4,moderate,sunny,14,3,large,10,44.0
10.08,3,low,windy,12,6,small,7,39.7
1.19,2,moderate,rainy,11,0,medium,3,30.2
5.03,3,low,snowy,11,2,small,6,56.0
17.09,1,low,sunny,13,5,small,1,60.1
19.77,0,moderate,snowy,8,6,medium,4,85.6
19.64,4,heavy,sunny,10,3,large,3,107.2
23.46,5,low,sunny,8,0,large,4,76.5
12.75,5,moderate,windy,13,4,medium,8,72.8
8.57,1,moderate,sunny,14,3,large,4,33.9
0.96,2,heavy,sunny,9,5,medium,0,34.5
6.6,2,moderate,sunny,9,3,medium,4,31.5
9.72,4,low,sunny,14,6,small,0,43.3
5.76,3,low,sunny,10,0,small,5,38.8
1.09,4,moderate,sunny,20,4,small,7,22.7
5.14,5,low,sunny,9,5,medium,1,52.6
20.15,2,heavy,rainy,14,2,medium,0,74.6
19.07,3,heavy,sunny,19,3,medium,4,86.0
28.1,3,heavy,rainy,8,4,large,5,176.8
24.05,5,low,sunny,13,3,medium,0,101.2
17.25,2,heavy,rainy,14,2,medium,3,71.9
4.56,1,moderate,rainy,15,4,medium,8,20.6
17.14,2,low,windy,20,5,medium,6,61.1
2.32,3,low,sunny,15,0,small,5,27.7
13.21,5,low,sunny,12,6,large,1,54.6
12.01,4,moderate,windy,12,1,medium,8,42.3
13.12,0,very_heavy,rainy,16,0,medium,6,56.3
8.75,3,heavy,sunny,11,1,small,4,45.4
20.73,0,low,rainy,17,0,small,6,61.2
25.31,2,moderate,rainy,12,6,large,1,106.4
23.17,5,low,sunny,7,2,large,7,61.4
19.02,5,low,rainy,15,5,large,3,91.2
16.38,0,low,rainy,10,1,medium,0,38.6
1.42,0,moderate,sunny,12,3,medium,2,16.5
21.83,4,moderate,sunny,11,2,small,4,90.5
16.58,2,heavy,sunny,9,4,medium,4,77.1
8.49,2,heavy,sunny,11,6,small,2,46.7
10.17,5,low,sunny,20,4,large,8,33.5
28.1,5,heavy,rainy,11,4,small,2,102.1
18.92,5,low,sunny,17,1,large,1,92.5
14.54,4,moderate,windy,13,0,small,2,51.5
18.82,5,moderate,rainy,7,0,small,4,87.2
12.71,4,low,rainy,19,2,medium,0,66.4
14.37,5,low,sunny,20,3,medium,1,59.6
9.06,3,low,sunny,10,0,medium,1,45.9
13.48,0,low,rainy,9,1,medium,4,60.1
20.72,4,heavy,sunny,20,4,medium,10,77.2
1.68,5,low,sunny,8,6,small,6,20.5
23.95,1,moderate,sunny,20,6,large,0,76.4
8.85,2,very_heavy,sunny,9,1,large,0,68.3
20.64,3,moderate,rainy,20,0,medium,1,74.2
19.46,3,moderate,sunny,20,4,small,0,71.9
19.75,4,heavy,sunny,10,6,medium,5,95.7
18.44,2,low,sunny,10,2,small,8,67.5
28.79,5,low,sunny,8,6,large,4,96.4
15.5,4,moderate,sunny,18,5,small,4,56.5
22.1,5,moderate,windy,12,6,small,6,109.5
21.31,3,heavy,windy,16,6,small,3,61.4
7.47,0,low,windy,16,0,medium,8,20.9
8.86,5,moderate,sunny,14,2,medium,7,39.5
13.01,0,heavy,sunny,10,0,medium,10,39.4
8.69,1,very_heavy,sunny,12,0,small,0,38.4
11.32,1,low,rainy,14,3,large,4,41.6
12.03,1,low,rainy,8,4,small,9,26.7
18.31,4,heavy,rainy,13,6,small,7,98.5
6.99,2,moderate,sunny,17,0,medium,8,27.8
24.23,1,low,sunny,13,0,medium,5,65.1
13.41,0,low,windy,12,0,medium,4,45.8
21.33,1,heavy,sunny,19,6,small,8,77.1
2.9,4,moderate,rainy,15,4,medium,5,29.8
14.36,4,moderate,rainy,18,3,small,4,78.4
1.33,1,heavy,sunny,7,0,small,4,19.7
20.44,0,low,windy,20,2,small,1,54.4
10.64,3,low,windy,18,0,medium,8,45.2
28.5,4,moderate,rainy,19,0,small,9,99.6
10.06,0,heavy,sunny,17,3,small,0,56.4
17.13,4,low,sunny,15,3,small,4,70.8
8.09,1,moderate,rainy,14,3,small,7,34.7
18.79,1,low,sunny,16,6,small,1,53.4
14.28,3,low,sunny,14,6,medium,3,48.9
11.43,0,heavy,sunny,17,0,small,10,37.5
6.51,1,low,sunny,12,1,small,8,24.5
3.79,0,low,rainy,18,3,medium,9,25.4
4.04,1,heavy,sunny,12,2,small,10,33.2
29.97,4,moderate,sunny,14,3,medium,7,79.6
12.66,1,moderate,sunny,8,4,medium,3,40.8
0.56,0,heavy,sunny,20,1,medium,10,8.7
28.61,1,low,sunny,17,5,medium,4,74.3
1.09,0,moderate,sunny,10,1,small,5,7.3
12.85,3,moderate,sunny,7,2,small,6,52.5
21.67,5,low,sunny,19,1,small,6,73.6
27.48,1,moderate,rainy,7,4,large,6,76.2
21.53,4,moderate,sunny,14,4,small,8,62.7
14.18,2,heavy,sunny,7,4,small,1,68.0
29.25,0,heavy,sunny,17,3,medium,4,102.0
1.66,4,heavy,rainy,10,2,medium,6,51.5
29.61,1,moderate,sunny,13,4,large,6,59.8
25.56,3,low,sunny,15,0,small,7,66.9
27.9,3,heavy,rainy,12,2,large,3,147.3
8.02,3,moderate,rainy,17,4,medium,10,52.7
4.7,0,heavy,sunny,14,4,medium,0,22.6
20.07,1,heavy,rainy,13,1,small,7,92.1
15.72,4,low,rainy,11,2,small,1,55.3
15.93,5,low,sunny,13,2,small,6,63.1
27.78,0,moderate,windy,11,6,medium,0,86.9
18.79,2,moderate,sunny,15,4,small,2,64.0
9.68,5,low,rainy,18,0,small,4,59.8
12.3,1,moderate,windy,15,1,small,1,56.4
4.44,2,heavy,snowy,7,0,large,3,48.7
6.17,5,moderate,sunny,19,1,small,6,35.2
4.73,5,low,rainy,18,1,small,1,44.1
24.4,3,heavy,sunny,19,3,medium,6,122.3
21.29,4,heavy,sunny,7,5,large,5,91.0
16.15,3,very_heavy,windy,19,6,medium,9,109.7
11.54,1,low,sunny,14,3,medium,7,28.8
20.22,5,heavy,rainy,19,5,small,4,108.5
24.48,0,heavy,sunny,18,4,small,9,94.8
26.5,0,heavy,sunny,20,2,small,1,81.8
16.64,3,moderate,sunny,8,4,small,6,64.8
24.69,5,low,sunny,15,2,small,2,103.1
15.58,4,moderate,sunny,17,2,medium,4,39.8
14.5,4,low,sunny,15,6,small,5,46.6
26.03,2,low,snowy,19,6,medium,6,92.4
11.9,2,heavy,rainy,17,4,small,3,82.5
12.18,2,low,rainy,7,4,large,7,39.9
9.49,1,heavy,sunny,9,4,medium,1,45.1
15.8,2,moderate,sunny,16,5,small,1,69.5
16.57,0,heavy,rainy,12,0,small,1,74.3
19.98,1,low,sunny,12,2,large,5,64.7
13.2,5,moderate,sunny,20,0,large,4,77.0
6.93,4,moderate,windy,8,3,small,9,44.6
26.07,0,heavy,sunny,14,2,small,3,108.7
10.71,1,low,windy,11,2,large,6,50.6
27.73,1,low,sunny,7,5,medium,10,74.2
6.62,1,heavy,sunny,12,1,medium,6,35.3
17.02,4,low,sunny,13,6,small,9,70.3
16.33,5,moderate,windy,13,2,medium,5,66.3
24.95,4,low,rainy,9,1,medium,2,90.0
4.6,2,low,rainy,17,1,small,4,39.6
27.34,0,moderate,sunny,12,4,medium,8,63.7
16.18,0,moderate,windy,15,6,small,1,52.7
17.79,4,moderate,sunny,15,6,small,5,55.9
15.55,4,moderate,sunny,15,1,medium,5,53.7
1.56,3,heavy,rainy,14,6,medium,10,34.5
15.16,3,very_heavy,rainy,11,1,large,10,112.1
8.27,5,low,rainy,14,3,medium,6,53.1
10.61,4,moderate,sunny,14,0,small,2,43.6
19.65,0,moderate,windy,7,1,small,2,64.4
15.18,2,heavy,sunny,17,2,medium,6,50.0
3.25,0,moderate,snowy,13,6,small,2,22.2
2.65,2,moderate,sunny,11,1,medium,7,19.1
5.98,3,moderate,sunny,7,1,small,10,38.9
6.13,1,moderate,sunny,11,1,small,2,21.8
18.44,0,heavy,sunny,13,1,small,10,41.9
5.75,2,moderate,sunny,19,3,small,0,38.9
26.51,3,moderate,rainy,16,1,small,5,74.6
6.69,4,low,rainy,13,2,medium,4,30.6
3.19,0,moderate,sunny,8,3,small,6,18.9
26.33,1,low,sunny,11,5,large,5,69.9
9.21,4,heavy,rainy,20,0,medium,6,51.6
13.05,4,moderate,windy,8,2,medium,1,57.2
28.79,5,low,sunny,16,3,large,8,106.5
28.36,4,low,windy,14,6,large,10,93.3
21.59,5,moderate,sunny,10,6,large,5,95.5
2.53,3,heavy,rainy,20,6,small,9,39.3
18.0,5,moderate,rainy,12,3,small,1,91.2
29.68,2,low,sunny,16,0,medium,8,54.4
28.43,5,moderate,sunny,8,6,medium,3,101.3
3.63,2,very_heavy,rainy,21,4,medium,7,36.5
12.18,2,heavy,sunny,7,6,medium,6,54.1
9.81,4,low,sunny,11,6,small,0,33.5
4.33,2,moderate,sunny,20,5,small,3,21.4
21.0,0,heavy,rainy,16,2,medium,4,71.7
8.58,5,heavy,sunny,17,4,medium,8,58.9
10.67,2,moderate,sunny,11,4,medium,1,24.0
3.17,5,heavy,snowy,18,6,medium,10,44.3
15.19,2,moderate,rainy,20,1,small,0,60.6
5.17,5,low,sunny,16,3,small,2,37.7
13.25,3,low,sunny,10,4,small,1,53.8
4.73,4,moderate,sunny,20,1,small,9,32.3
28.64,4,low,sunny,7,2,medium,6,100.3
4.78,1,moderate,sunny,20,6,medium,7,33.2
15.9,4,heavy,sunny,7,0,large,7,81.9
6.31,5,heavy,sunny,7,3,medium,6,64.4
2.75,3,low,rainy,7,4,small,3,30.1
6.47,5,low,sunny,9,6,medium,1,46.1
2.12,5,moderate,sunny,17,1,small,4,34.1
4.61,3,moderate,windy,12,2,small,4,23.8
15.06,2,low,sunny,8,0,small,4,52.5
19.73,5,heavy,rainy,12,2,small,10,118.5
3.08,1,low,sunny,21,6,small,1,23.6
13.51,3,low,sunny,14,5,medium,7,50.1
17.65,4,heavy,sunny,17,2,medium,1,96.2
7.41,5,moderate,sunny,10,4,small,6,57.2
11.48,1,moderate,rainy,14,6,medium,7,39.3
2.62,0,moderate,sunny,18,3,small,0,27.4
6.99,2,heavy,sunny,17,2,medium,5,49.3
14.27,5,low,sunny,7,6,medium,3,49.5
29.72,3,moderate,sunny,16,5,small,5,82.8
29.89,0,low,sunny,18,3,medium,5,81.1
29.4,0,moderate,sunny,9,0,small,5,92.4
12.98,2,moderate,sunny,12,0,small,7,45.6
2.88,2,moderate,rainy,16,0,small,2,26.8
10.05,0,low,rainy,7,4,small,9,33.9
7.51,2,heavy,sunny,17,1,small,9,47.5
0.92,2,moderate,windy,19,0,small,5,20.4
3.31,1,heavy,sunny,14,4,small,9,21.2
13.87,1,moderate,sunny,13,3,small,3,53.7
10.52,3,heavy,rainy,8,3,medium,2,50.4
5.82,5,moderate,rainy,17,1,medium,3,43.8
21.62,5,moderate,sunny,21,1,large,8,78.6
11.03,3,heavy,snowy,20,1,medium,1,73.7
25.63,0,heavy,windy,15,4,large,3,79.3
7.61,5,moderate,sunny,7,6,medium,1,44.0
16.38,5,moderate,sunny,11,6,medium,4,83.6
5.93,1,moderate,rainy,10,0,medium,3,34.8
15.11,2,moderate,windy,7,4,medium,8,48.8
5.0,0,moderate,sunny,8,5,medium,8,32.2
5.27,4,heavy,sunny,15,0,large,9,49.7
18.56,4,moderate,rainy,8,4,small,4,65.8
8.28,0,moderate,sunny,7,3,large,5,21.0
5.58,4,moderate,rainy,21,1,small,9,51.2
27.93,2,very_heavy,sunny,16,5,small,7,148.6
1.77,3,low,rainy,19,6,small,10,27.8
17.17,1,low,sunny,10,4,medium,10,49.5
16.67,4,low,sunny,12,1,small,0,75.0
7.89,2,moderate,rainy,16,3,small,2,39.7
13.86,5,moderate,sunny,17,3,small,7,56.7
3.09,0,moderate,sunny,12,6,medium,1,22.2
21.78,3,low,sunny,20,5,small,0,48.7
7.04,1,heavy,windy,17,4,medium,1,49.5
6.2,5,moderate,sunny,10,5,medium,0,46.3
9.79,3,moderate,rainy,8,4,medium,7,52.3
27.12,4,low,sunny,7,2,medium,3,65.5
24.0,0,low,rainy,19,0,small,10,59.3
28.43,4,low,sunny,19,5,large,1,88.4
19.73,0,moderate,sunny,14,3,large,5,75.4
20.06,2,moderate,sunny,17,6,small,7,57.2
14.66,1,low,sunny,20,4,small,3,43.7
27.2,0,moderate,rainy,9,3,medium,7,101.9
15.57,3,low,rainy,21,4,large,9,48.9
10.97,1,moderate,rainy,14,4,medium,7,36.8
19.39,3,low,rainy,13,6,large,6,80.5
16.61,4,low,rainy,9,2,large,6,88.9
4.16,1,low,snowy,17,2,medium,10,20.3
12.09,4,moderate,rainy,16,2,small,8,43.7
9.74,1,heavy,sunny,7,0,small,0,40.0
25.48,1,moderate,sunny,16,3,small,8,69.4
11.68,3,low,sunny,9,3,small,1,45.5
24.74,3,very_heavy,rainy,11,1,small,9,167.6
13.55,3,very_heavy,sunny,16,5,small,3,68.5
22.73,1,moderate,sunny,18,4,medium,7,65.6
4.49,3,low,rainy,9,1,small,8,44.6
27.78,1,heavy,sunny,14,1,medium,3,70.3
14.68,1,very_heavy,sunny,11,4,large,10,79.1
8.16,5,heavy,rainy,17,0,small,5,74.1
7.62,0,moderate,sunny,19,1,small,4,27.4
8.32,2,moderate,sunny,16,3,small,5,30.2
11.32,2,very_heavy,sunny,18,6,large,3,67.8
21.67,1,low,sunny,13,0,medium,1,58.3
28.51,4,low,sunny,15,3,small,10,77.1
20.24,2,heavy,sunny,11,3,medium,8,61.3
16.64,4,low,rainy,21,1,medium,8,79.7
13.73,2,moderate,rainy,10,3,small,10,65.5
24.93,5,low,sunny,20,4,medium,6,69.7
25.56,4,low,sunny,18,0,small,10,69.8
9.14,1,low,sunny,21,6,small,10,23.2
28.63,5,moderate,sunny,16,1,large,2,92.7
12.16,5,moderate,sunny,12,2,small,4,61.7
24.1,3,moderate,sunny,11,0,medium,1,65.6
29.02,0,moderate,sunny,9,4,medium,7,71.3
